Modelo,Precio,Año,Km,Combustible,Imagen,Link
Citroen Berlingo 1.2 TALLA M SHINE 130cv AUTO 5P # NAVY,1890016850,2020,71900,Gasolina,https://autofesa.imgix.net/1121593.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/berlingo/1-2-talla-m-shine-130cv-auto-5p-navy
Citroen Berlingo Electric Furgo 67cv Auto 3P # IVA DEDUCIBLE,159509400,2017,54100,Otros,https://autofesa.imgix.net/948425.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/berlingo/electric-furgo-67cv-auto-3p-iva-deducible
Citroen Berlingo ELECTRICO MULTISPACE TALLA M FEEL 67CV AUTO 5P # NAVY,11450,2018,62700,Otros,https://autofesa.imgix.net/1137614.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/berlingo/electrico-multispace-talla-m-feel-67cv-auto-5p-navy
"Citroen Berlingo MULTISPACE 1.2 110CV XTR PLUS 5P # PARKTRONIC,CAMARA TRASERA",11850,2017,97837,Gasolina,https://autofesa.imgix.net/1148782.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/berlingo/multispace-1-2-110cv-xtr-plus-5p-parktronic-camara-trasera
"Citroen Berlingo TALLA M 1.2i FEEL 110CV 5P # NAVY,PARKTRONIC,CAMARA TRASERA",14750,2019,58200,Gasolina,https://autofesa.imgix.net/1147284.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/berlingo/talla-m-1-2i-feel-110cv-5p-navy-parktronic-camara-trasera
"Citroen Berlingo TALLA XL 1.5 BLUEHDI 100cv SHINE 7 PLAZAS 5P # IVA DEDUCIBLE, NAVY",1945017450,2021,115600,Otros,https://autofesa.imgix.net/1114566.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/berlingo/talla-xl-1-5-bluehdi-100cv-shine-7-plazas-5p-iva-deducible-navy-1
"Citroen Berlingo TALLA XL 1.5 BLUEHDI XTR SHINE 7 PLAZAS 130CV 5P # NAVY,PARKTRONIC",21350,2022,62011,Otros,https://autofesa.imgix.net/1151606.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/berlingo/talla-xl-1-5-bluehdi-xtr-shine-7-plazas-130cv-5p-navy-parktronic
"Citroen C3 1.2 110 AUTO JCC PLUS 5P #NAVY,PARKTRONIC,CAMARA TRASER",1295011950,2019,45947,Gasolina,https://autofesa.imgix.net/1142593.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-1-2-110-auto-jcc-plus-5p-navy-parktronic-camara-traser/1-2-110-auto-jcc-plus-5p-navy-parktronic-camara-traser
"Citroen C3 1.2 PURETECH FEEL 110CV 5P # IVA DEDUCIBLE,",97509500,2019,47270,Gasolina,https://autofesa.imgix.net/1138870.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3/1-2-puretech-feel-110cv-5p-iva-deducible
"Citroen C3 Aircross 1.2 110CV SHINE 5P # NAVY,PARKTRONIC",9750,2018,66625,Gasolina,https://autofesa.imgix.net/1141155.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-aircross/1-2-110cv-shine-5p-navy-parktronic
"Citroen C3 Aircross 1.2 110CV SHINE 5P # TECHO ELE PANORAMICO, NAVY",10350,2018,80700,Gasolina,https://autofesa.imgix.net/1129099.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-aircross/1-2-110cv-shine-5p-techo-ele-panoramico-navy
Citroen C3 Aircross 1.2 130CV AUTO SHINE 5P # NAVY,1585014250,2021,19100,Gasolina,https://autofesa.imgix.net/1125189.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-aircross/1-2-130cv-auto-shine-5p-navy
"Citroen C3 Aircross 1.2 PURETECH SHINE 110CV # TECHO PANORAMICO ELE,NAVY,",9750,2018,76700,Gasolina,https://autofesa.imgix.net/1145689.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-aircross/1-2-puretech-shine-110cv-techo-panoramico-ele-navy
"Citroen C3 Aircross 1.2I 130CV SHINE 5P # GPS,CAMARA TRASERA,PARKTRONIC,",10450,2018,57562,Gasolina,https://autofesa.imgix.net/1138497.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-aircross/1-2i-130cv-shine-5p-gps-camara-trasera-parktronic
"Citroen C3 AIRCROSS 1.5 HDI 120CV SHINE AUTO # NAVY,PARKTRONIC,CAMARA TRASERA",1145010450,2019,141100,Otros,https://autofesa.imgix.net/1143062.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-aircross-1-5-hdi-120cv-shine-auto-navy-parktronic-camara-trasera/1-5-hdi-120cv-shine-auto-navy-parktronic-camara-trasera
"Citroen C3 Aircross 1.5HDI 100CV SHINE BUSINESS 5P # NAVY, PARKTRONIC",1250010950,2020,98500,Otros,https://autofesa.imgix.net/1135807.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-aircross/1-5hdi-100cv-shine-business-5p-navy-parktronic
Citroen C3 Aircross PURETECH 1.2 110CV FEEL 5P # PARKTRONIC,107509900,2017,36594,Gasolina,https://autofesa.imgix.net/1124949.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-aircross/puretech-1-2-110cv-feel-5p-parktronic
Citroen C3 Picasso 1.2 FEEL EDITION 110cv 5p # PARKTRONIC,6450,2015,110592,Gasolina,https://autofesa.imgix.net/1148417.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-picasso/1-2-feel-edition-110cv-5p-parktronic
Citroen C3 Picasso 1.4 VTI 95 CONFORT 5P,69006650,2010,56700,Gasolina,https://autofesa.imgix.net/1146805.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-picasso/1-4-vti-95-confort-5p
Citroen C3 Picasso 1.6 HDI 90CV FEEL EDITION 5P # PARKTRONIC,89508650,2015,103406,Otros,https://autofesa.imgix.net/1136412.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-picasso/1-6-hdi-90cv-feel-edition-5p-parktronic
Citroen C3 Picasso 1.6 HDI COLLECTION 92CV 5P,65006250,2014,150800,Otros,https://autofesa.imgix.net/1145171.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c3-picasso/1-6-hdi-collection-92cv-5p
"Citroen C4 1.2 AUTO MILLENIUM 130CV 5P # NAVY, PARKTRONIC",10350,2016,31507,Gasolina,https://autofesa.imgix.net/1153139.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4/1-2-auto-millenium-130cv-5p-navy-parktronic
Citroen C4 1.2 FEEL EDITION 110cv 5P # NAVY,103508950,2017,54200,Gasolina,https://autofesa.imgix.net/1106981.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4/1-2-feel-edition-110cv-5p-navy
"Citroen C4 1.2 PURETECH FEEL 100CV 5P # NAVY,PARKTRONIC",12750,2021,38560,Gasolina,https://autofesa.imgix.net/1151488.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4/1-2-puretech-feel-100cv-5p-navy-parktronic
"Citroen C4 1.2 PURETECH SHINE 130CV 5P # NAVY,FAROS LED,",12250,2021,54600,Gasolina,https://autofesa.imgix.net/1152550.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4/1-2-puretech-shine-130cv-5p-navy-faros-led
"Citroen C4 1.2 PURETECH SHINE 130CV 5P # NAVY,FAROS LED,PARKTRONIC,CAMARA TRASERA,HEAD UP DISPLAY",1535013950,2023,47700,Gasolina,https://autofesa.imgix.net/1140724.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4/1-2-puretech-shine-130cv-5p-navy-faros-led-parktronic-camara-trasera-head-up-display
"Citroen C4 1.6 BLUEHDI 100CV FEEL EDITION 5P # PARKTRONIC, BLUETOOTH",93508990,2016,113400,Otros,https://autofesa.imgix.net/1140771.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4/1-6-bluehdi-100cv-feel-edition-5p-parktronic-bluetooth
"Citroen C4 1.6 HDI AIRDREAM EXCLUSIVE 110cv AUTO 5P # TECHO PANORAMICO, NAVY",99509450,2010,71800,Otros,https://autofesa.imgix.net/1117092.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4/1-6-hdi-airdream-exclusive-110cv-auto-5p-techo-panoramico-navy
Citroen C4 Cactus 1.2 110cv SHINE 5P # NAVY,94508950,2016,76400,Gasolina,https://autofesa.imgix.net/1122026.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-cactus/1-2-110cv-shine-5p-navy-1
"Citroen C4 CACTUS 1.5 HDI 100CV FEEL 5P # NAVY, PARKTRONIC",1175010250,2018,91600,Otros,https://autofesa.imgix.net/1131517.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-cactus-1-5-hdi-100cv-feel-5p-navy-parktronic/1-5-hdi-100cv-shine-5p-navy-parktronic
Citroen C4 Cactus 1.6HDI SHINE 92cv AUTO 5P # NAVY,104509950,2014,114100,Otros,https://autofesa.imgix.net/1107151.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-cactus/1-6hdi-shine-92cv-auto-5p-navy
"Citroen C4 Grand Picasso 1.2 PURETECH FEEL 130CV 7 PLAZAS 5P # NAVY,PARKTRONIC",11750,2018,85100,Gasolina,https://autofesa.imgix.net/1151631.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-grand-picasso/1-2-puretech-feel-130cv-7-plazas-5p-navy-parktronic
Citroen C4 Grand Picasso 1.6 HDI AUTO 112CV 7PLAZAS 5P # PARKTRONIC,63505950,2013,191800,Otros,https://autofesa.imgix.net/1139857.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-grand-picasso/1-6-hdi-auto-112cv-7plazas-5p-parktronic
Citroen C4 Grand Picasso 2.0 HDI AUTO EXCLUSIVE 136CV 7 PLAZAS 5P # PARKTRONIC,5350,2007,176000,Otros,https://autofesa.imgix.net/1153242.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-grand-picasso/2-0-hdi-auto-exclusive-136cv-7-plazas-5p-parktronic
Citroen C4 Grand Picasso 2.0 HDI SX AUTO 136CV 6 PLAZAS 5P,4650,2008,237600,Otros,https://autofesa.imgix.net/1133121.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-grand-picasso/2-0-hdi-sx-auto-136cv-6-plazas-5p
"Citroen C4 Grand Picasso C4 GRAND PICASSO 1.2 PURETECH 130CV FEEL 7 PLAZAS 5P # NAVY,CAMARA TRASERA",8900,2016,112589,Gasolina,https://autofesa.imgix.net/1154161.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-grand-picasso/c4-grand-picasso-1-2-puretech-130cv-feel-7-plazas-5p-navy-camara-trasera
Citroen C4 Picasso 1.2 PURETECH 130cv LIVE 5P # PARKTRONIC,103508450,2017,90200,Gasolina,https://autofesa.imgix.net/1109417.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-picasso/1-2-puretech-130cv-live-5p-parktronic-1
"Citroen C4 Picasso 1.2 PURETECH SHINE 130CV 5P # NAVY,CAMARA 360,PARKTRONIC",11750,2016,57273,Gasolina,https://autofesa.imgix.net/1148842.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-picasso/1-2-puretech-shine-130cv-5p-navy-camara-360-parktronic
"Citroen C4 Picasso 1.2 PURETECH SHINE 130CV 5P #TECHO DOBLE, NAVY, PARKTRONIC",10350,2017,76438,Gasolina,https://autofesa.imgix.net/1152624.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-picasso/1-2-puretech-shine-130cv-5p-techo-doble-navy-parktronic
"Citroen C4 SPACETOURER 1.2i 130CV FEEL 5P # NAVY,CAMARA TRASERA",1178011350,2019,61531,Gasolina,https://autofesa.imgix.net/1144173.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c4-spacetourer-1-2i-130cv-feel-5p-navy-camara-trasera/c4-spacetourer-1-2i-130cv-feel-5p-navy-camara-trasera
Citroen C5 2.0 HDI 140CV 4P # PARKTRONIC,9380,2014,134740,Otros,https://autofesa.imgix.net/1148870.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c5/2-0-hdi-140cv-4p-parktronic
"Citroen C5 2.0 HDI 160CV EXCLUSIVE 4P # NAVY,BIXENON,PARKTORNIC",9350,2011,135956,Otros,https://autofesa.imgix.net/1149149.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c5/2-0-hdi-160cv-exclusive-4p-navy-bixenon-parktornic
"Citroen C5 2.2 HDI 170CV EXCLUSIVE 4P # NAVY, CUERO",7900,2008,136800,Otros,https://autofesa.imgix.net/1125750.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c5/2-2-hdi-170cv-exclusive-4p-navy-cuero
Citroen C5 Aircross 1.2 PureTech Feel 130cv 5P S/S # LIBRO,2145012850,2019,51287,Gasolina,https://autofesa.imgix.net/904959.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/c5-aircross/1-2-puretech-feel-130cv-5p-s-s-libro
"Citroen Ds3 1.6 THP 150CV SPORT CHIC 3P # NAVY,CUERO",8450,2010,82439,Gasolina,https://autofesa.imgix.net/1148804.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/ds3/1-6-thp-150cv-sport-chic-3p-navy-cuero
"Citroen Ds4 1.6 200CV SPORT CHIC 5P # NAVY, CUERO",8950,2011,91600,Gasolina,https://autofesa.imgix.net/1126255.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/ds4/1-6-200cv-sport-chic-5p-navy-cuero
"Citroen Ds4 2.0 HDI 160CV SPORT CHIC AUTO 5P # NAVY, CUERO",11850,2015,92800,Otros,https://autofesa.imgix.net/1125698.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/ds4/2-0-hdi-160cv-sport-chic-auto-5p-navy-cuero
"Citroen Grand C4 SpaceTourer 1.5 HDI 130CV AUTO 7LAZAS 5P S/S # IVA DEDUCIBLE, NAVY",2085018900,2021,46100,Otros,https://autofesa.imgix.net/1137252.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/grand-c4-spacetourer/1-5-hdi-130cv-auto-7lazas-5p-s-s-iva-deducible-navy
"Citroen Jumper 2.2 BLUEHDI 35 L2H2 120CV 4P # IVA DEDUCIBLE,",19450,2021,71397,Otros,https://autofesa.imgix.net/1151183.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/jumper/2-2-bluehdi-35-l2h2-120cv-4p-iva-deducible
"Citroen Jumper 2.2 BLUEHDI FURGON 35L2H2 120CV 3P # IVA DEDUCIBLE,PARKTRONIC",2050018900,2021,69000,Otros,https://autofesa.imgix.net/1127442.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/jumper/2-2-bluehdi-furgon-35l2h2-120cv-3p-iva-deducible-parktronic
Citroen Jumper 2.2 BLUEHDI L2H1 120 2p # IVA DEDUCIBLE,18750,2020,66185,Otros,https://autofesa.imgix.net/1150719.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/jumper/2-2-bluehdi-l2h1-120-2p-iva-deducible
"Citroen Jumper 2.2 GRAN VOLUME 35 L3H2 140CV 4P # IVA DEDUCIBLE, ISOTERMO",2545023750,2021,32700,Otros,https://autofesa.imgix.net/1128947.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/jumper/2-2-gran-volume-35-l3h2-140cv-4p-iva-deducible-isotermo
Citroen Jumper FURGON 2.0 L3H2 130CV 4P # IVA DEDUCIBLE,2185020450,2019,74300,Otros,https://autofesa.imgix.net/1124360.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/jumper/furgon-2-0-l3h2-130cv-4p-iva-deducible
Citroen Jumpy COMBI TALLA M 1.5 HDI 102cv 9 PLAZAS 4P # IVA DEDUCIBLE,1845016950,2021,148500,Otros,https://autofesa.imgix.net/1115008.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/jumpy/combi-talla-m-1-5-hdi-102cv-9-plazas-4p-iva-deducible
"Citroen Jumpy JUMPY XL 1.5 BLUEHDI 120CV 4P VENTA SOLO PROFESIONALES # IVA DEDUCIBLE,NAVY",17350,2018,113200,Otros,https://autofesa.imgix.net/1146889.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/jumpy/jumpy-xl-1-5-bluehdi-120cv-4p-venta-solo-profesionales-iva-deducible-navy
Citroen Jumpy JUMPY XS 1.5 BLUEHDI 115CV 9 PLAZAS 4P # PARKTRONIC,2265020900,2018,50460,Otros,https://autofesa.imgix.net/1140665.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/jumpy/jumpy-xs-1-5-bluehdi-115cv-9-plazas-4p-parktronic
Citroen Xsara COUPE 2.0 HDI VTS 110CV 3P # BOLA REMOLQUE,2750,2003,112000,Otros,https://autofesa.imgix.net/1152053.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/citroen/xsara/coupe-2-0-hdi-vts-110cv-3p-bola-remolque
CUPRA BORN 62 KWH 470 Kms Autonomia 204cv Auto 5P,2950020900,2021,36900,Otros,https://autofesa.imgix.net/973240.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/cupra/born/62-kwh-470-kms-autonomia-204cv-auto-5p
"CUPRA Leon 1.4E HYBRIDO ENCHUFABLE 245CV DSG 5P # NAVY,FAROS LED,",2285021450,2021,74753,Híbrido,https://autofesa.imgix.net/1133772.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/cupra/leon/1-4e-hybrido-enchufable-245cv-dsg-5p-navy-faros-led
Dacia Duster 1.3 TCE 130CV PRESTIGE 4X2 5P,12650,2019,110300,Gasolina,https://autofesa.imgix.net/1125115.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/duster/1-3-tce-130cv-prestige-4x2-5p
"Dacia Duster 1.3 TCE 150CV PRESTIGE 4X2 5P # PARKTRONIC,CAMARA TRASERA",14850,2019,67300,Gasolina,https://autofesa.imgix.net/1146266.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/duster/1-3-tce-150cv-prestige-4x2-5p-parktronic-camara-trasera
Dacia Lodgy 1.2 TCE BLACK LINE 115CV 7 PLAZAS 5P # PARKTRONIC,9350,2014,114453,Gasolina,https://autofesa.imgix.net/1153023.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/lodgy/1-2-tce-black-line-115cv-7-plazas-5p-parktronic
Dacia Lodgy 1.5 BLUE DCI 115CV STEPWAY 7PLAZAS 5P # PARKTRONIC,13850,2019,110600,Otros,https://autofesa.imgix.net/1139102.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/lodgy/1-5-blue-dci-115cv-stepway-7plazas-5p-parktronic
Dacia Lodgy 1.5 DCI 115CV STEPWAY 7 PLAZAS 5P # PARKTRONIC,1565014350,2020,78100,Otros,https://autofesa.imgix.net/1149691.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/lodgy/1-5-dci-115cv-stepway-7-plazas-5p-parktronic
"Dacia LODGY 1.6 TCE 100CV 7PLAZAS 5P S/S # IVA DEDUCIBLE, PARKTRONIC",1285012450,2021,92400,Gasolina,https://autofesa.imgix.net/1143114.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/lodgy-1-6-tce-100cv-7plazas-5p-s-s-iva-deducible-parktronic/1-3-tce-100cv-7plazas-5p-s-s-iva-deducible-parktronic
Dacia LODGY TCE STEPWAY 115CV 7 PLAZAS 5P # PARKTRONIC,1375012650,2017,63439,Gasolina,https://autofesa.imgix.net/1143414.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/lodgy-tce-stepway-115cv-7-plazas-5p-parktronic/lodgy-tce-stepway-115cv-7-plazas-5p-parktronic
Dacia Logan 1.0 75cv CONFORT 4P # IVA DEDUCIBLE,108509350,2020,53100,Gasolina,https://autofesa.imgix.net/1110234.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/logan/1-0-75cv-confort-4p-iva-deducible
Dacia Logan 1.0 SCE 75CV AMBIANCE 4P # BLUETOOTH,8650,2019,74900,Gasolina,https://autofesa.imgix.net/1134381.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/logan/1-0-sce-75cv-ambiance-4p-bluetooth
Dacia LOGAN 1.5 DCI 75CV AMBIANCE 4P 1.5 DCI 75CV AMBIANCE 4P,82507900,2014,54943,Otros,https://autofesa.imgix.net/1146043.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/logan-1-5-dci-75cv-ambiance-4p/1-5-dci-75cv-ambiance-4p
Dacia Logan MCV 0.9 TCE STEPWAY 90cv 5P # NAVY,106509950,2019,110700,Gasolina,https://autofesa.imgix.net/1120506.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/logan/mcv-0-9-tce-stepway-90cv-5p-navy
Dacia Sandero SANDERO 1.5 75CV,0,2015,125590,Otros,https://www.autofesa.com/media/cache/md/defaults/no-image.webp,https://www.autofesa.com/coches-de-ocasion/dacia/sandero/sandero-1-5-75cv
"Dacia Spring ELECTRIC COMFORT PLUS 45CV AUTO 5P # NAVY, CUERO",109509900,2021,28800,Otros,https://autofesa.imgix.net/1130091.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/spring/electric-comfort-plus-45cv-auto-5p-navy-cuero
"Dacia Spring ELECTRIC EXTREME 65CV AUTO 5P # IVA DEDUCIBLE, NAVY, CUERO",12850,2023,10700,Otros,https://autofesa.imgix.net/1130115.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/spring/electric-extreme-65cv-auto-5p-iva-deducible-navy-cuero
Dacia Spring ELECTRICO EXTREME 65cv AUTO 5P,1665015450,2024,44,Otros,https://autofesa.imgix.net/1121164.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/dacia/spring/electrico-extreme-65cv-auto-5p
"DS DS 3 Crossback 1.2 SO CHIC 130cv AUTO 5P # NAVY, PARKTRONIC",1845014990,2020,32844,Gasolina,https://autofesa.imgix.net/1113014.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ds/ds-3-crossback/1-2-so-chic-130cv-auto-5p-navy-parktronic
"DS DS 3 Crossback 1.5 BLUE HDI SO CHIC 100CV 5P # NAVY,CAMARA TRASERA,PARKTRONIC",1245011850,2019,142500,Otros,https://autofesa.imgix.net/1128702.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ds/ds-3-crossback/1-5-blue-hdi-so-chic-100cv-5p-navy-camara-trasera-parktronic
"DS DS 3 DS3 CABRIO 1.2i 110CV SPORT CHIC AUTO 2P # GPS,FAROS LED,CAMARA TRASERA",1135010450,2016,50652,Gasolina,https://autofesa.imgix.net/1137423.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ds/ds-3/ds3-cabrio-1-2i-110cv-sport-chic-auto-2p-gps-faros-led-camara-trasera
"DS DS 4 1.2 PureTech Chic 130cv 5P S/S # NAVY, BIXENON",1550012450,2018,37700,Gasolina,https://autofesa.imgix.net/1019322.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ds/ds-4/1-2-puretech-chic-130cv-5p-s-s-navy-bixenon
"DS DS 7 Crossback 1.6 E-TENSE SO CHIC 4WD AUTO 300CV 5P # IVA DEDUCIBLE,CUERO,NAVY",2365021850,2021,68600,Híbrido,https://autofesa.imgix.net/1147839.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ds/ds-7-crossback/1-6-e-tense-so-chic-4wd-auto-300cv-5p-iva-deducible-cuero-navy
"DS DS 7 Crossback 1.6 HIBRIDO ENCHUFABLE PERFORMANCE LINE 300cv AUTO 5P # NAVY, PARKTRONIC, FAROS LED",2835024450,2021,37700,Híbrido,https://autofesa.imgix.net/1112303.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ds/ds-7-crossback/1-6-hibrido-enchufable-performance-line-300cv-auto-5p-navy-parktronic-faros-led
"DS DS 7 Crossback 1.6i AUTO 180CV SO CHIC 4x2 5P # NAVY, LUCES LED, PARKTRONIC",19900,2020,62100,Gasolina,https://autofesa.imgix.net/1150971.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ds/ds-7-crossback/1-6i-auto-180cv-so-chic-4x2-5p-navy-luces-led-parktronic
DS DS 7 Crossback CROSSBACK 1.2 CHIC 130CV 5P # PARKTRONIC,1785016350,2019,52164,Gasolina,https://autofesa.imgix.net/1141125.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ds/ds-7-crossback/crossback-1-2-chic-130cv-5p-parktronic
"DS DS 7 Crossback DS7 CROSSBACK 1.6 E-TENSE SO CHIC 225CV 2WD AUTO 5P # IVA DEDUCIBLE,",22850,2021,40000,Híbrido,https://autofesa.imgix.net/1147921.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ds/ds-7-crossback/ds7-crossback-1-6-e-tense-so-chic-225cv-2wd-auto-5p-iva-deducible
"Ferrari 575 575 MARANELLO 515cv AUTO 2P NACIONAL COCHE COLECCION UNICO DUEÑO ,18.000KM # CUERO",120000,2005,20000,Gasolina,https://autofesa.imgix.net/1117843.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ferrari/575/575-maranello-515cv-auto-2p-nacional-coche-coleccion-unico-dueno-18-000km-cuero
